MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
2715,The Velocity of Gary (1998),Comedy|Romance,1998,120878,133575.0,United States of America,Drama|Romance,English,The Velocity of Gary,The Velocity of Gary,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man.,1999-07-16,4.2,Dan Ireland,James Still,Vincent D'Onofrio|Salma Hayek|Thomas Jane|Olivia d'Abo
2716,Ghostbusters (1984),Comedy|Horror,1984,87332,620.0,United States of America,Comedy|Fantasy,English,Ghostbusters,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",1984-06-07,7.3,Ivan Reitman,Dan Aykroyd,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis
2717,Ghostbusters II (1989),Comedy|Horror,1989,97428,2978.0,United States of America,Comedy|Fantasy,English,Ghostbusters II,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",1989-06-15,6.3,Ivan Reitman,Dan Aykroyd,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis
2718,Drop Dead Gorgeous (1999),Comedy,1999,157503,10490.0,United States of America,Comedy,English,Drop Dead Gorgeous,Drop Dead Gorgeous,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",1999-07-23,6.5,Michael Patrick Jann,Lona Williams,Kirsten Dunst|Ellen Barkin|Denise Richards|Amy Adams
2719,The Haunting (1999),Horror|Thriller,1999,171363,11618.0,United States of America,Horror|Thriller|Fantasy|Mystery,English,The Haunting,The Haunting,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",1999-07-23,5.2,Jan de Bont,David Self,Liam Neeson|Catherine Zeta-Jones|Owen Wilson|Lili Taylor
2720,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,1999,141369,332.0,United States of America,Action|Adventure|Comedy|Family,English,Inspector Gadget,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",1999-07-23,4.3,David Kellogg,Zak Penn,Matthew Broderick|Rupert Everett|Joely Fisher|Michelle Trachtenberg
2721,Trick (1999),Romance,1999,162710,1812.0,United States of America,Comedy|Romance,English,Trick,Trick,"The misadventures of two young gay men, trying to find a place to be alone, one night in Manhattan. Gabriel, an aspiring writer of Broadway musicals, meets Mark, a muscled stripper, who picks him up on the subway. They spend the night trying to find somewhere to be alone... forced to contend with Gabriel's selfish roommate, his irritating best friend, and a vicious, jealous drag queen in a gay dance club. The sun rises on a promising new relationship. Trick is a 1999 American independent gay-themed romantic comedy directed by Jim Fall. Trick appeared at the Sundance and Berlin film festivals in 1999. Filming was completed in less than three weeks in August 1998.",1999-07-23,6.7,Jim Fall,,Tori Spelling|Christian Campbell|John Paul Pitoc|Brad Beyer
2722,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,1999,149261,8914.0,Australia|United States of America,Action|Science Fiction|Thriller,English,Deep Blue Sea,Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",1999-07-28,5.6,Renny Harlin,Duncan Kennedy,Thomas Jane|Saffron Burrows|LL Cool J|Michael Rapaport
2723,Mystery Men (1999),Action|Adventure|Comedy,1999,132347,9824.0,United States of America,Adventure|Fantasy|Action|Comedy|Science Fiction,English,Mystery Men,Mystery Men,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love.",1999-08-06,5.7,Kinka Usher,,Ben Stiller|Geoffrey Rush|Claire Forlani|William H. Macy
2724,Runaway Bride (1999),Comedy|Romance,1999,163187,4806.0,United States of America,Comedy|Romance,English,Runaway Bride,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",1999-07-30,5.8,Garry Marshall,Sara Parriott,Julia Roberts|Richard Gere|Joan Cusack|Rita Wilson
2725,Twin Falls Idaho (1999),Drama,1999,162830,33430.0,unkown,Drama|Romance,English,Twin Falls Idaho,Twin Falls Idaho,"Francis and Blake Falls are Siamese twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world comes a young lady, who turns their world upside down. She gets involved with Blake, and convinces the two to attend a Halloween party, where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill, and they have to be separated. They then face the physical and mental strains that come from their proposed separation.",1999-07-30,7.1,Michael Polish,,Mark Polish|Michael Polish|Michele Hicks|Jon Gries
2726,The Killing (1956),Crime|Film-Noir,1956,49406,247.0,United States of America,Drama|Action|Thriller|Crime,English,The Killing,The Killing,The Killing was Stanley Kubrick’s first film with a professional cast and the first time he achieved public recognition as the unconventional director he’s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950’s.,1956-05-08,7.7,Stanley Kubrick,Stanley Kubrick,Sterling Hayden|Coleen Gray|Vince Edwards|Jay C. Flippen
2727,Killer's Kiss (1955),Film-Noir,1955,48254,10056.0,United States of America,Crime|Drama|Thriller,English,Killer's Kiss,Killer's Kiss,"The film revolves around Davey Gordon (Jamie Smith), a 29 year old welterweight New York boxer in the end of his career, and his relationship with a dancer and her violent employer.",1955-09-21,6.2,Stanley Kubrick,Howard Sackler,Frank Silvera|Jamie Smith|Irene Kane|Jerry Jarrett
2728,Spartacus (1960),Drama,1960,54331,967.0,United States of America,Action|Drama|History,English,Spartacus,Spartacus,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.,1960-10-06,7.3,Stanley Kubrick,Dalton Trumbo,Kirk Douglas|Laurence Olivier|Jean Simmons|Charles Laughton
2729,Lolita (1962),Drama,1962,56193,802.0,United Kingdom|United States of America,Drama|Romance,English,Lolita,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",1962-06-13,7.3,Stanley Kubrick,Stanley Kubrick,James Mason|Sue Lyon|Shelley Winters|Peter Sellers
2730,Barry Lyndon (1975),Drama,1975,72684,3175.0,United Kingdom|United States of America,Drama|Romance|War,English,Barry Lyndon,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",1975-12-18,7.7,Stanley Kubrick,Stanley Kubrick,Ryan O'Neal|Marisa Berenson|Hardy Krüger|Diana Körner
2731,The 400 Blows (Les Quatre cents coups) (1959),Drama,1959,53198,147.0,France,Drama,French,Les Quatre Cents Coups,The 400 Blows,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",1959-05-04,8.0,François Truffaut,,Jean-Pierre Léaud|Claire Maurier|Albert Rémy|Georges Flamant
2732,Jules and Jim (Jules et Jim) (1961),Drama,1961,55032,1628.0,France,Drama|Romance,French,Jules et Jim,Jules and Jim,"In Paris, before WWI, two friends, Jules (Austrian) and Jim (French) fall in love with the same woman, Catherine. But Catherine loves and marries Jules. After the war, when they meet again in Germany, Catherine starts to love Jim... This is the story of three people in love, a love which does not affect their friendship, and about how their relationship evolves with the years.",1962-01-23,7.6,François Truffaut,François Truffaut,Jeanne Moreau|Oskar Werner|Henri Serre|Marie Dubois
2733,Vibes (1988),Adventure|Comedy,1988,96378,21185.0,Ecuador|United States of America,Romance|Action|Comedy,English,Vibes,Vibes,"Medium Sylvia Pickel and psychometrist Nick Deezy meet at a psychic research facility in New York. Not long after, they're contacted by Harry Buscafusco, who offers them $50,000 to find his lost son in South America, in the heart of Incan territory where they discover an ancient mystical secret, and each other.",1988-08-05,6.0,Ken Kwapis,Lowell Ganz,Jeff Goldblum|Cyndi Lauper|Peter Falk|Googy Gress
2734,The Mosquito Coast (1986),Drama,1986,91557,11120.0,United States of America,Adventure|Drama,English,The Mosquito Coast,The Mosquito Coast,"Allie Fox, an American inventor exhausted by the perceived danger and degradation of modern society, decides to escape with his wife and children to Belize. In the jungle, he tries with mad determination to create a utopian community with disastrous results.",1986-11-26,6.3,Peter Weir,Paul Schrader,Harrison Ford|Helen Mirren|River Phoenix|Conrad Roberts
2735,The Golden Child (1986),Action|Adventure|Comedy,1986,91129,10136.0,United States of America,Action|Adventure|Comedy,English,The Golden Child,The Golden Child,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",1986-12-12,5.6,Michael Ritchie,Dennis Feldman,Eddie Murphy|Charles Dance|Charlotte Lewis|Victor Wong
2736,Brighton Beach Memoirs (1986),Comedy,1986,90774,32060.0,United States of America,Comedy|Drama|Romance,English,Brighton Beach Memoirs,Brighton Beach Memoirs,"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He lives with his parents, his aunt, two cousins, and his brother, Stanley, whom he looks up to and admires. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house.",1986-01-01,6.2,Gene Saks,,Jonathan Silverman|Blythe Danner|Stacey Glick|Judith Ivey
2737,Assassination (1987),Action,1987,92585,48686.0,United States of America,Drama|Action|Thriller,English,Assassination,Assassination,"Jay Killon is the bodyguard of the recently elected US president, but he is assigned to the first lady (Lara Royce). Lara hates Killon so she does all she can to escape. The story complicates when someone tries to kill Lara.",1987-01-09,5.6,Peter R. Hunt,,Charles Bronson|Jill Ireland|Stephen Elliott|Jan Gan Boyd
2738,Crimes of the Heart (1986),Comedy|Drama,1986,90886,48259.0,United States of America,Drama|Family,English,Crimes of the Heart,Crimes of the Heart,"Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and is turning into an old maid, while Meg, who tries to make it in Hollywood as a singer/actress, has had a wild life filled with many men. Their reunion causes much joy, but also many tensions.",1986-12-12,6.0,Bruce Beresford,Beth Henley,Diane Keaton|Jessica Lange|Sissy Spacek|Sam Shepard
2739,The Color Purple (1985),Drama,1985,88939,873.0,United States of America,Drama,English,The Color Purple,The Color Purple,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",1985-12-18,7.7,Steven Spielberg,Menno Meyjes,Whoopi Goldberg|Margaret Avery|Danny Glover|Akosua Busia
2740,The Kindred (1986),Horror,1986,91343,48660.0,United States of America,Horror|Science Fiction,English,The Kindred,The Kindred,"Amanda's deathbed request to her son, John, was for him to destroy all the lab notes etc. from her last experiment. She also blurts out he had a brother. At the funeral John meets Melissa, who claims to be his mothers biggest fan. Together with some of John's friends they go to Amanda's house, but none are prepared for what they find there.",1987-01-09,5.9,Stephen Carpenter,,David Allen Brooks|Rod Steiger|Amanda Pays|Talia Balsam
2741,No Mercy (1986),Action|Thriller,1986,91637,26789.0,United States of America,Action|Crime|Thriller,English,No Mercy,No Mercy,An unconventional undercover Chicago cop and his partner are recruited to commit the murder of a New Orleans criminal kingpin.,1986-12-19,5.7,Richard Pearce,,Richard Gere|Kim Basinger|Jeroen Krabbé|George Dzundza
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,1986,92068,3934.0,France,Crime|Drama|Comedy,French,Tenue de soirée,Ménage,"Menage begins as a comedy of sorts, but be warned: it develops into a very dark, very confusing probe into the seamier aspects of Parisian life. Gerard Depardieu plays a crude but charismatic thief, whose own gayness does not prevent his commiserating with those of the opposite sex. Miou-Miou and Michel Blanc are young, impoverished lovers who fall under Depardieu's influence. He gains their confidence by introducing them to kinky sex, then sucks them into a vortex of crime. Director Bertrand Blier, who in most of his films has explored the awesome power (rather than pleasure) of sex, nearly outdoes himself in Menage (aka Tenue de Soiree).",1986-04-23,6.0,Bertrand Blier,,Gérard Depardieu|Michel Blanc|Miou-Miou|Michel Creton
2743,Native Son (1986),Drama,1986,91613,108312.0,United States of America,Drama,English,Native Son,Native Son,"In 1940s Chicago, a young black man takes a job as a chauffeur to a white family, which takes a turn for the worse when he accidentally kills the teenage daughter of the couple and then tries to cover it up.",1986-12-24,2.0,Jerrold Freedman,Richard Wesley,Victor Love|Matt Dillon|Elizabeth McGovern|Geraldine Page
2744,Otello (1986),Drama,1986,91699,198469.0,unkown,,English,Otello,Otello,"Having previously staged Verdi's 1887 opera Otello at the Met and La Scala, filmmaker Franco Zeffirelli committed his production to film in 1986. Starring as the fatally jealous Moor of Venice is Placido Domingo, who had also headlined Zeffirelli's 1976 La Scala staging (production on the film was briefly interrupted while Domingo participated in the rescue operations following the Mexico City earthquake). While Katia Ricciarelli as Desdemona and Justino Diaz as Iago perform their own singing, Zeffirelli's Cassio--played by real-life European prince Urbano Barberini--is dubbed by Ezio de Cesare. The director made several cuts in the original libretto and score in order to accommodate the film's two-hour time limit, but these excisions are done with taste and discretion. Because of the excessive violence in the third act--two murders, a suicide, a superficial throat-slashing--Otello was released with a PG rating.",1986-12-17,6.7,Franco Zeffirelli,,
2745,The Mission (1986),Drama,1986,91530,11416.0,France|United Kingdom,Adventure|Drama|Action|History,English,The Mission,The Mission,"Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portugese aggressors.",1986-09-29,7.1,Roland Joffé,Robert Bolt,Robert De Niro|Jeremy Irons|Ray McAnally|Aidan Quinn
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,1986,91419,10776.0,United States of America,Horror|Comedy|Music,English,Little Shop of Horrors,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",1986-12-19,6.7,Frank Oz,Howard Ashman,Rick Moranis|Ellen Greene|Vincent Gardenia|Steve Martin
2747,The Little Shop of Horrors (1960),Comedy|Horror,1960,54033,24452.0,United States of America,Comedy,English,The Little Shop of Horrors,The Little Shop of Horrors,Black comedy about a young man who creates a carnivorous plant and must kill in order to feed it.,1960-09-14,6.2,Roger Corman,Charles B. Griffith,Jackie Joseph|Mel Welles|Jack Nicholson|Leola Wendorff
2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,1987,92534,9710.0,United States of America,Action|Adventure|Comedy,English,Allan Quatermain and the Lost City of Gold,Allan Quatermain and the Lost City of Gold,"After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the Lost City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves.",1986-12-17,4.6,Gary Nelson,Gene Quintano,Richard Chamberlain|Sharon Stone|James Earl Jones|Henry Silva
2749,The Morning After (1986),Drama|Mystery,1986,91554,31924.0,United States of America,Crime|Drama|Mystery|Thriller,English,The Morning After,The Morning After,"Failed actress Alex Sternbergen wakes up hungover one morning in an apartment she does not recognize, unable to remember the previous evening -- and with a dead body in bed next to her. As she tries to piece together the events of the night, Alex cannot totally rely on friends or her estranged husband, Joaquin, for assistance. Only a single ally, loner ex-policeman Turner Kendall, can help her escape her predicament and find the true killer.",1986-12-25,5.9,Sidney Lumet,James Cresson,Jane Fonda|Jeff Bridges|Raúl Juliá|Diane Salinger
2750,Radio Days (1987),Comedy|Drama,1987,93818,30890.0,United States of America,Comedy|Drama,English,Radio Days,Radio Days,"The Narrator (Woody Allen) tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",1987-01-30,7.0,Woody Allen,Woody Allen,Woody Allen|Mia Farrow|Jeff Daniels|Larry David
2751,From the Hip (1987),Comedy,1987,93051,24081.0,United States of America,Comedy|Drama,English,From the Hip,From the Hip,"Apprentice lawyer Robin Weathers turns a civil suit into a headline grabbing charade. He must reexamine his scruples after his shenanigans win him a promotion in his firm, and he must now defend a college professor who is appearantly guilty of murder.",1987-02-06,5.8,Bob Clark,,Elizabeth Perkins|John Hurt|Darren McGavin|Judd Nelson
2752,Outrageous Fortune (1987),Comedy|Mystery,1987,93690,20242.0,United States of America,Action|Comedy|Mystery,English,Outrageous Fortune,Outrageous Fortune,"Refined actress Lauren Ames finally has a chance to study with the great theatre professor Stanislav Korzenowski. Sandy Brozinsky, a brash, loud actress, decides through happenstance to also study with Korzenowski. The two women end up dating the same man (who turns out to be a double agent) and follow him across the country to force him to choose between them.",1987-01-30,5.6,Arthur Hiller,,Shelley Long|Bette Midler|Peter Coyote|Robert Prosky
2753,The Bedroom Window (1987),Thriller,1987,92627,39074.0,United States of America,Crime|Thriller|Mystery,English,The Bedroom Window,The Bedroom Window,"Terry Lambert is sleeping with Sylvia, the wife of his boss. One night, while in Terry's apartment, Sylvia witnesses a man assault a young woman, Denise, on the road below. Not wanting to reveal her affair with Terry, she keeps quiet. Terry instead steps forward, trying to help nab the criminal. However, he never saw the suspect and, when his lies are uncovered, the police begin to suspect his motives.",1987-01-16,6.2,Curtis Hanson,Curtis Hanson,Steve Guttenberg|Elizabeth McGovern|Isabelle Huppert|Paul Shenar
2754,Deadtime Stories (1987),Horror,1987,92850,66194.0,United States of America,Horror|Thriller,English,Deadtime Stories,Deadtime Stories,"A babysitting uncle tells his charges three horror stories--about a killer witch, Little Red Riding Hood and a werewolf, and a story about ""Goldi Lox"" and the three bears.",1986-04-13,4.6,Jeffery Delman,,Scott Valentine|Nicole Picard|Matt Mitler|Cathryn de Prume
2755,Light of Day (1987),Drama,1987,93415,2115.0,United States of America,Music|Drama,English,Light of Day,Light of Day,"Fox and Jett play a brother and sister who are lead performers in a rock band, The Barbusters, in Cleveland, Ohio. The sister, Patti Rasnick, is an unmarried mother and has a troubled relationship with her own mother, who is deeply religious. Estranged from her parents and struggling to make ends meet, Patti decides to dive headlong into a carefree rock music lifestyle. The brother, Joe Rasnick, pulls away from rock music to provide some stability for his young nephew. It takes a family crisis to bring Patti back home and force her to face the prickly past with her mother.",1987-02-06,5.4,Paul Schrader,Paul Schrader,Michael J. Fox|Gena Rowlands|Joan Jett|Michael McKean
2756,Wanted: Dead or Alive (1987),Action,1987,94293,23599.0,United States of America,Action|Thriller|Crime|Drama,English,Wanted: Dead or Alive,Wanted: Dead or Alive,"This movie features a character who is supposed to be the descendant of the character played Steve McQueen in the television series of the same name. And like McQueen's Josh Randall, Hauer's Nick Randall is also a bounty. But also an ex-CIA operative, who is asked by his former employer to help them track down a terrorrist, Malak Al Rahim, who is in the country, and has already made a move. But he is also looking for Randall, and the people, whom Randall is working for, is telling Malak, where he can find Randall.",1987-01-16,5.4,Gary Sherman,,Rutger Hauer|Gene Simmons|Eli Danker|Nick Faltas
2757,Frances (1982),Drama,1982,83967,3526.0,United States of America,Drama,English,Frances,Frances,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,1982-12-03,7.1,Graeme Clifford,Eric Bergren,Jessica Lange|Kim Stanley|Sam Shepard|Bart Burns
2758,Plenty (1985),Drama,1985,89816,41166.0,United Kingdom|United States of America,Drama|Romance,English,Plenty,Plenty,David Hare's account of a one-time French freedom fighter who gradually realizes that her post-war life is not meeting her expectations.,1985-09-20,5.9,Fred Schepisi,David Hare,Meryl Streep|Tracey Ullman|John Gielgud|Sting
2759,Dick (1999),Comedy,1999,144168,16406.0,Canada|France|United States of America,Comedy,English,Dick,Dick,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",1999-08-04,5.7,Andrew Fleming,Sheryl Longin,Kirsten Dunst|Michelle Williams|Will Ferrell|Dan Hedaya
2760,The Gambler (A Játékos) (1997),Drama,1997,129111,197239.0,unkown,,English,The Gambler,The Gambler,"Under pressure from his publisher, Russian novelist Fyodor Dostoyevsky gets work on his latest piece, 'Rouletenberg'. In the 27 days it takes for him to complete the novel reality and fiction become blurred; in this feverish atmosphere of excess Dostoyevsky's characters come to life as he struggles to complete his work.",1997-10-30,0.0,Károly Makk,,Michael Gambon|Jodhi May|Polly Walker|Dominic West
2761,The Iron Giant (1999),Animation|Children's,1999,129167,10386.0,United States of America,Adventure|Animation|Family|Fantasy|Science Fiction,English,The Iron Giant,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1999-08-06,7.6,Brad Bird,Brad Bird,Eli Marienthal|Jennifer Aniston|Vin Diesel|Christopher McDonald
2762,The Sixth Sense (1999),Thriller,1999,167404,745.0,United States of America,Mystery|Thriller|Drama,English,The Sixth Sense,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",1999-08-06,7.7,M. Night Shyamalan,,Bruce Willis|Toni Collette|Olivia Williams|Haley Joel Osment
2763,The Thomas Crown Affair (1999),Action|Thriller,1999,155267,913.0,United States of America,Drama|Crime|Romance,English,The Thomas Crown Affair,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",1999-08-06,6.7,John McTiernan,Leslie Dixon,Pierce Brosnan|Rene Russo|Denis Leary|Ben Gazzara
2764,The Thomas Crown Affair (1968),Crime|Drama|Thriller,1968,63688,912.0,United States of America,Romance|Crime|Thriller|Drama,English,The Thomas Crown Affair,The Thomas Crown Affair,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",1968-06-19,6.9,Norman Jewison,Alan Trustman,Steve McQueen|Faye Dunaway|Paul Burke|Jack Weston
2765,The Acid House (1998),Comedy|Drama,1998,122515,12229.0,United Kingdom,Comedy|Drama,English,The Acid House,The Acid House,"THE ACID HOUSE is a surreal triptych adapted by ""Trainspotting"" author Irvine Welsh from his acclaimed collection of short stories.
 Combining a vicious sense of humor with hard-talking drama, the film reaches into the hearts and minds of the chemical generation, casting a dark and unholy light into the hidden corners of the human psyche.
 Directed by Paul McGuigan, the film dramatises three stories from the book: 1- The Granton Star Cause, 2- A Soft Touch &amp; 3- The Acid House.",1998-07-02,6.4,Paul McGuigan,Irvine Welsh,Ewen Bremner|Kevin McKidd|Stephen McCole|Jemma Redgrave
2766,The Adventures of Sebastian Cole (1998),Comedy|Drama,1998,168449,67323.0,unkown,Drama|Comedy,English,The Adventures of Sebastian Cole,The Adventures of Sebastian Cole,"In June, 1983, in Dutchess County, New York, Sebastian Cole joins his mother, step-father, and sister for dinner. Hank, Sebastian's step-father, drops a bomb: he announces he's changing sexes. Sebastian's sister splits immediately for California, and his mother takes him back to England. Jump ahead eight months, Sebastian is back in New York, knocking on Hank's door. Hank (now Henrietta, although all the surgeries aren't complete) takes Sebastian in and is his rock over the next few months of high school. Sebastian's ""adventures"" are mostly self-destructive.",1998-09-11,6.5,Tod Williams,,Adrian Grenier|Clark Gregg|Aleksa Palladino|Margaret Colin
2767,Illuminata (1998),Comedy,1998,120709,91076.0,Spain|United States of America|Japan,Drama,English,Illuminata,Illuminata,"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents",1998-05-21,6.3,John Turturro,Brandon Cole,John Turturro|Christopher Walken|Susan Sarandon|Rufus Sewell
2768,Stiff Upper Lips (1998),Comedy,1998,120210,89861.0,United Kingdom|India,Comedy,English,Stiff Upper Lips,Stiff Upper Lips,"Stiff Upper Lips is a broad parody of British period films, especially the lavish Merchant-Ivory productions of the 'eighties and early 'nineties. Although it specifically targets A Room with a View, Chariots of Fire, Maurice, A Passage to India, and many other films, in a more general way Stiff Upper Lips satirises popular perceptions of certain Edwardian traits: propriety, sexual repression, xenophobia, and class snobbery.",1998-06-12,10.0,Gary Sinyor,,Georgina Cates|Peter Ustinov|Prunella Scales|Samuel West
2769,The Yards (1999),Crime|Mystery,1999,138946,19457.0,United States of America,Drama|Action|Thriller|Crime,English,The Yards,The Yards,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",2000-04-27,6.0,James Gray,Matt Reeves,Mark Wahlberg|Joaquin Phoenix|Charlize Theron|James Caan
2770,Bowfinger (1999),Comedy,1999,131325,11353.0,United States of America,Comedy,English,Bowfinger,Bowfinger,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",1999-08-12,6.0,Frank Oz,Steve Martin,Steve Martin|Eddie Murphy|Heather Graham|Christine Baranski
